category,manufacturer/importer,brand,pet_type,price_segment,package_type,export,january_2021_units,february_2021_units,march_2021_units,april_2021_units,may_2021_units,june_2021_units,july_2021_units,august_2021_units,september_2021_units,october_2021_units,november_2021_units,december_2021_units,january_2022_units,february_2022_units,march_2022_units,april_2022_units,may_2022_units,june_2022_units,july_2022_units,august_2022_units,september_2022_units,october_2022_units,november_2022_units,december_2022_units,january_2023_units,february_2023_units,march_2023_units,april_2023_units,may_2023_units,june_2023_units,january_2021_tons,february_2021_tons,march_2021_tons,april_2021_tons,may_2021_tons,june_2021_tons,july_2021_tons,august_2021_tons,september_2021_tons,october_2021_tons,november_2021_tons,december_2021_tons,january_2022_tons,february_2022_tons,march_2022_tons,april_2022_tons,may_2022_tons,june_2022_tons,july_2022_tons,august_2022_tons,september_2022_tons,october_2022_tons,november_2022_tons,december_2022_tons,january_2023_tons,february_2023_tons,march_2023_tons,april_2023_tons,may_2023_tons,june_2023_tons,january_2021_mil_uah,february_2021_mil_uah,march_2021_mil_uah,april_2021_mil_uah,may_2021_mil_uah,june_2021_mil_uah,july_2021_mil_uah,august_2021_mil_uah,september_2021_mil_uah,october_2021_mil_uah,november_2021_mil_uah,december_2021_mil_uah,january_2022_mil_uah,february_2022_mil_uah,march_2022_mil_uah,april_2022_mil_uah,may_2022_mil_uah,june_2022_mil_uah,july_2022_mil_uah,august_2022_mil_uah,september_2022_mil_uah,october_2022_mil_uah,november_2022_mil_uah,december_2022_mil_uah,january_2023_mil_uah,february_2023_mil_uah,march_2023_mil_uah,april_2023_mil_uah,may_2023_mil_uah,june_2023_mil_uah
wet,PP_Hal_Euro_Contract,Miss_Kiss,cats,economy,glass_jar,0,,2 238.00,,,,,,2 604.00,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,
wet,PP_Hal_Euro_Contract,Mister_Hav,dogs,economy,glass_jar,0,,3 906.00,,,,,,3 496.00,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Miss_Kiss,cats,economy,pouch,0,136 844.00,34 211.00,109 964.00,,11 770.00,,,173 124.00,42 154.00,64 558.00,9 410.00,34 706.00,15 552.00,53 014.00,99 162.00,2 688.00,384,,,46 656.00,27 000.00,,10 368.00,21 504.00,,,,82 745.00,51 196.00,15 552.00,13.68,3.42,11,,1.18,,,17.31,4.22,6.46,0.94,3.47,1.56,5.3,9.92,0.27,0.04,,,4.67,2.7,,1.04,2.15,,,,8.27,5.12,1.56,0.59,0.15,0.47,,0.05,,,1.01,0.25,0.39,0.06,0.22,0.1,0.35,0.64,0.02,0,,,0.37,0.24,,0.09,0.19,,,,0.74,0.46,0.16
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Pan_Kit,cats,economy,pouch,1,25 920.00,,183 744.00,6 336.00,,,,,,,,,,10 368.00,1 920.00,,192,,,,,,,,,,74 880.00,,190 080.00,,2.59,,18.37,0.63,,,,,,,,,,1.04,0.19,,0.02,,,,,,,,,,7.49,,19.01,,0.11,,0.63,0.02,,,,,,,,,,0.03,0.01,,0,,,,,,,,,,0.36,,1.02,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Pan_Kit,cats,economy,pouch,0,65 501.00,185 695.00,88 935.26,199 916.00,212 222.00,88 007.00,158 093.00,359 906.00,344 175.00,107 880.00,294 717.00,401 840.00,327 595.03,157 824.00,935 049.00,1 179 810.00,1 719 158.00,644 126.00,542 727.00,1 483 957.00,995 013.00,911 394.00,459 831.00,859 465.00,377 863.00,900 322.00,532 345.04,1 076 256.00,1 292 321.48,4 095 282.42,6.55,18.57,8.89,19.99,21.22,8.8,15.81,35.99,34.42,10.79,29.47,40.18,32.76,15.78,93.5,117.98,171.92,64.41,54.27,148.4,99.5,91.14,45.98,85.95,37.79,90.03,53.23,107.63,129.23,409.53,0.41,1.13,0.53,1.21,1.3,0.55,0.98,2.29,2.25,0.72,1.77,2.52,2.11,1.02,6,8.56,13.64,5.12,4.21,11.68,8.47,8.4,4.14,8.17,3.57,8.24,4.95,9.85,12.03,37.82
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Wise,cats,economy,pouch,1,,,72 576.00,,,77 856.00,,,,,,,,,380 160.00,454 464.00,1 392.00,80 640.00,379 008.00,374 400.00,224 064.00,184 320.00,42 696.00,1 061 568.00,929 088.00,529 920.00,169 920.00,246 528.00,311 040.00,740 736.00,,,7.26,,,7.79,,,,,,,,,38.02,45.45,0.14,8.06,37.9,37.44,22.41,18.43,4.27,106.16,92.91,52.99,16.99,24.65,31.1,74.07,,,0.25,,,0.26,,,,,,,,,0.73,0.99,0,0.27,1.31,1.51,0.8,0.7,0.16,4.06,4.35,2.5,0.84,1.3,1.58,3.8
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Wise,cats,economy,pouch,0,,,,,,,,,,,,,,,,,,,,,,,20 736.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,cats,middle,pouch,1,,,,,,,,,,,,,,,,,2 112.00,19 200.00,74 208.00,11 520.00,10 368.00,34 560.00,11 352.00,,,145 728.00,217 728.00,37 440.00,1 307 520.00,69 120.00,,,,,,,,,,,,,,,,,0.21,1.73,6.49,0.92,0.83,2.89,0.91,,,12.67,19.1,3,129.37,5.99,,,,,,,,,,,,,,,,,0.01,0.09,0.31,0.05,0.04,0.15,0.05,,,0.85,1.36,0.24,8.99,0.41
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,cats,middle,pouch,0,,,,,,,,,,,,,,,,,,20 736.00,8 609.00,1 296.00,1 200.00,,,,,31 104.00,68 698.00,3 537.00,65 864.00,38 662.00,,,,,,,,,,,,,,,,,,1.84,0.76,0.12,0.1,,,,,3.06,6.2,0.32,5.94,3.54,,,,,,,,,,,,,,,,,,0.17,0.07,0.01,0.01,,,,,0.33,0.72,0.04,0.69,0.41
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,dogs,middle,pouch,1,,,,,,,,,,,,,,,,,1 850.00,9 600.00,59 424.00,11 520.00,,34 560.00,8 472.00,,,63 360.00,86 400.00,11 520.00,80 640.00,28 800.00,,,,,,,,,,,,,,,,,0.19,0.96,5.94,1.15,,3.46,0.85,,,6.34,8.64,1.15,8.06,2.88,,,,,,,,,,,,,,,,,0,0.04,0.25,0.05,,0.16,0.04,,,0.38,0.55,0.07,0.53,0.18
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,dogs,middle,pouch,0,,,,,,,,,,,,,,,,,,9 213.00,4 136.00,1 296.00,3 984.00,,,,,12 960.00,13 742.00,18 775.00,7 824.00,7 176.00,,,,,,,,,,,,,,,,,,0.92,0.41,0.13,0.4,,,,,1.3,1.37,1.88,0.78,0.72,,,,,,,,,,,,,,,,,,0.08,0.04,0.01,0.04,,,,,0.14,0.15,0.2,0.08,0.08
wet,TOV_BORYSFEND_TRADE,My_family,cats,economy,can,0,,,,,,,,,,,,,,6 433.00,,,,,4 500.00,,13 532.08,,,,,,,,,720,,,,,,,,,,,,,,0.96,,,,,0.68,,2.03,,,,,,,,,0.11,,,,,,,,,,,,,,0.09,,,,,0.06,,0.2,,,,,,,,,0.01
wet,TOV_BORYSFEND_TRADE,My_family,dogs,economy,can,0,,,,,,,,,,,,,,4 193.00,,,,,,,11 184.00,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.16,,,,,,,,,
wet,TOV_BORYSFEND_TRADE,Carnie,cats,premium,can,0,,,,,,,,,,,124 282.13,85 190.87,52 961.89,16 480.00,21 136.00,286 513.00,25 908.40,8 256.21,15 947.45,20 994.58,13 378.52,13 160.00,21 738.30,9 206.00,29 505.89,3 952.28,2 880.00,215 790.74,30 320.05,42 183.48,,,,,,,,,,,11.81,8.09,5.03,1.57,2.01,25.99,2.42,0.77,1.48,1.89,1.21,1.18,1.96,0.83,2.66,0.36,0.26,21.49,2.82,3.99,,,,,,,,,,,1.92,1,0.66,0.19,0.32,4.45,0.43,0.14,0.26,0.31,0.18,0.2,0.32,0.15,0.48,0.07,0.06,4.34,0.6,0.78
wet,TOV_BORYSFEND_TRADE,Carnie,dogs,premium,can,0,,,,,,,,,,,26 620.00,12 000.00,13 736.11,768,5 714.00,59 636.00,17 204.43,1 945.99,4 238.63,6 615.29,3 251.91,5 709.73,7 044.80,4 208.20,7 783.90,2 604.13,576.01,15 605.49,12 166.00,9 416.00,,,,,,,,,,,2.53,1.14,4.1,0.28,1.42,9.6,4.02,0.92,0.9,1.92,0.85,1.78,1.66,1.34,1.68,0.71,0.19,5.67,3.92,2.92,,,,,,,,,,,0.41,0.14,0.39,0.03,0.16,1.27,0.47,0.1,0.11,0.19,0.1,0.18,0.18,0.14,0.2,0.08,0.02,0.62,0.5,0.36
wet,TOV_BORYSFEND_TRADE,Miasna_myska,cats,economy,can,0,,,,,,,,,,,,8 812.00,10 080.55,2 776.00,7 488.00,11 769.00,8 127.16,2 999.50,2 735.90,7 518.57,6 519.25,2 792.00,5 375.71,17 792.00,14 492.84,8 535.40,6 911.75,3 479.96,4 152.06,10 155.78,,,,,,,,,,,,3.66,4.18,1.15,3.11,4.88,3.37,1.24,1.14,3.12,2.71,1.16,2.23,7.38,6.01,3.54,2.87,1.44,1.72,4.21,,,,,,,,,,,,0.18,0.2,0.05,0.17,0.31,0.21,0.08,0.07,0.19,0.14,0.07,0.13,0.43,0.33,0.21,0.17,0.1,0.12,0.28
wet,TOV_BORYSFEND_TRADE,Miasna_myska,dogs,economy,can,0,,,,,,,,,,,,7 400.00,13 424.40,2 466.00,7 576.00,11 484.00,14 238.40,3 999.56,3 694.10,5 333.32,7 772.11,15 622.75,1 721.98,8 761.93,24 518.96,51 219.08,184 873.24,101 388.53,80 269.38,126 865.22,,,,,,,,,,,,3.07,6.93,1.18,4.08,5.11,8.01,2.24,2.48,3,4.62,6.61,0.96,4.6,11.44,22.63,77.16,43.52,33.91,53.28,,,,,,,,,,,,0.14,0.33,0.05,0.21,0.32,0.49,0.14,0.15,0.17,0.25,0.37,0.05,0.28,0.64,1.54,4.63,2.67,2.08,3.27
wet,TOV_BORYSFEND_TRADE,Pet_Chef,cats,premium,can,0,,,,,,,,,,,37 132.00,66 056.00,8 648.23,3 224.00,6 568.00,28 416.00,16 566.92,6 512.20,10 335.57,2 631.77,9 926.20,2 159.79,4 007.04,4 304.04,7 103.93,52 192.30,64 549.00,79 830.07,20 767.95,5 471.96,,,,,,,,,,,9.55,14.78,2.3,0.85,1.73,7.85,4.98,1.71,3.35,0.8,3.1,0.6,1.16,1.29,2.02,11.14,12.99,15.16,4.75,1.55,,,,,,,,,,,0.76,0.97,0.16,0.06,0.13,0.72,0.43,0.16,0.26,0.07,0.21,0.05,0.09,0.11,0.16,1.4,1.5,1.98,0.54,0.16
wet,TOV_BORYSFEND_TRADE,Pet_Chef,dogs,premium,can,0,,,,,,,,,,,41 981.85,26 801.28,10 250.24,2 266.00,6 576.00,83 704.00,26 408.61,6 359.64,7 860.27,2 083.94,19 894.05,2 072.06,2 056.09,2 418.00,7 169.95,5 281.95,1 456.00,4 634.06,7 896.00,4 228.01,,,,,,,,,,,11.46,7.19,4.45,0.8,2.1,21.12,9.32,2.36,4.2,0.89,14.3,0.85,1.06,1.37,2.53,2.64,0.66,2.4,2.84,2.08,,,,,,,,,,,0.9,0.47,0.27,0.05,0.16,1.82,0.74,0.19,0.28,0.07,0.54,0.06,0.07,0.1,0.19,0.17,0.05,0.2,0.26,0.18
wet,TOV_BORYSFEND_TRADE,SuperCat,cats,premium,can,0,,,,,,,,,,,,,,37 522.77,,,,,,,3 487.72,,,,,5 407.57,,,,,,,,,,,,,,,,,,3.75,,,,,,,0.7,,,,,1.08,,,,,,,,,,,,,,,,,,0.54,,,,,,,0.07,,,,,0.11,,,,
wet,TOV_BORYSFEND_TRADE,Yizhachok,cats,economy,can,0,,,,,,,,,,,,,,2 604.00,16 640.00,,,,,11 200.00,6 032.00,,,,,,2 440.00,1 759.59,12 800.00,1 136.00,,,,,,,,,,,,,,1.08,6.91,,,,,4.65,2.5,,,,,,1.01,0.73,5.31,0.47,,,,,,,,,,,,,,0.05,0.31,,,,,0.26,0.12,,,,,,0.05,0.04,0.31,0.03
wet,TOV_BORYSFEND_TRADE,Yizhachok,dogs,economy,can,0,,,,,,,,,,,,,,2 604.00,5 120.00,,,,,11 200.00,10 601.00,,,,,,,,9 600.00,1 024.00,,,,,,,,,,,,,,1.08,2.12,,,,,4.65,4.4,,,,,,,,3.98,0.42,,,,,,,,,,,,,,0.05,0.09,,,,,0.24,0.18,,,,,,,,0.24,0.03
wet,TOV_BORYSFEND_TRADE,Druzhok,cats,premium,can,0,,,,,,,,,,,,,,,,,,,,,,,,,,17 280.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,
wet,TOV_BORYSFEND_TRADE,SuperDog,dogs,premium,can,0,,,,,,,,,,,,,,,,,,8 053.44,,,2 511.80,4,,,,3 023.76,,,,,,,,,,,,,,,,,,,,,,6.44,,,0.5,0,,,,0.6,,,,,,,,,,,,,,,,,,,,,,0.42,,,0.05,0,,,,0.06,,,,
wet,TOV_BORYSFEND_TRADE,Essence,cats,middle,can,0,,,,,,,,,,,,,,,,,40 000.00,11 200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.24,,,,,,,,,,,,
wet,TOV_BORYSFEND_TRADE,Essence,dogs,middle,can,0,,,,,,,,,,,,,,,,,80 000.00,21 360.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,0.77,,,,,,,,,,,,
wet,TOV_BORYSFEND_TRADE,PREMIUM_PET,cats,premium,can,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 400.00,14 400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2
wet,TOV_BORYSFEND_TRADE,PREMIUM_PET,dogs,premium,can,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 150.00,3 271.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.12
dry_cats_and_dogs,TOV_KORMOTECH,CLUB_4_PAWS,cats,middle,sack,1,28 638.00,40 408.00,32 917.00,53 487.00,42 416.00,43 508.00,38 101.00,25 825.00,71 149.00,35 005.00,60 929.00,50 874.00,36 936.00,39 867.00,31 986.00,21 023.00,11 199.00,26 673.00,24 108.00,34 845.00,65 014.00,40 457.00,47 261.00,32 129.00,52 240.00,61 484.00,37 138.00,57 251.00,46 111.00,53 951.00,79.75,135.44,188.24,153.6,160.74,222.73,174.85,154.92,269.1,121.38,234.49,295.66,176.35,144.13,170.37,121.68,75.53,133.47,91.07,164.34,291.09,182.78,210.8,141.72,279.02,267.11,227.08,227.7,259.08,237.4,3.29,5.58,8.05,6.45,7.01,9.69,6.54,5.88,11.27,4.71,9.2,12.24,7.27,6.27,7.04,5.08,3.01,5.52,3.79,8.43,13.27,8.91,10.49,7.12,13.95,14.02,11.62,12.33,14.18,11.88
dry_cats_and_dogs,TOV_KORMOTECH,CLUB_4_PAWS,cats,middle,sack,0,281 863.00,292 547.00,361 379.00,277 565.00,292 732.00,351 845.00,321 266.00,381 971.00,356 728.00,332 248.00,443 020.00,466 057.00,412 350.00,323 163.00,391 141.00,353 470.00,332 555.00,383 935.00,368 893.00,403 736.00,423 617.00,586 378.00,476 261.00,480 545.00,466 665.00,449 127.00,540 108.00,564 441.00,612 084.00,612 144.00,688.32,646.42,674.33,660.23,710.31,717.75,717.83,725.52,862,455.74,980.03,1 047.39,759.08,530.31,789.61,869.57,671.2,735.77,812.63,936.23,887.13,755.73,738.68,862.16,741.54,781.66,759.33,897.73,979.19,822.65,61,57.97,61.01,58.6,64.29,67.34,67.06,68.86,82.02,48.27,98.41,106.2,82.85,59.3,91.43,107.18,82.26,87.32,97.6,112.95,114.9,106.14,102.95,118.93,103.54,109.92,107.24,126.6,142,125.6
dry_cats_and_dogs,TOV_KORMOTECH,CLUB_4_PAWS,dogs,middle,sack,1,12 997.00,14 054.00,19 340.00,23 479.00,15 403.00,13 803.00,18 047.00,14 366.00,24 926.00,15 447.00,18 344.00,22 939.00,20 979.00,16 848.00,21 454.00,12 791.00,8 015.00,21 584.00,10 037.00,18 548.00,31 397.00,20 104.00,21 059.00,17 956.00,26 416.00,26 843.00,19 547.00,18 978.00,31 612.00,26 745.00,117.96,143.61,174.55,193.38,119.51,119.53,182.63,153.1,176.47,169.41,190.86,199.84,183.26,135.82,226.36,123.82,59.19,196.69,104.88,171.09,297.5,174.35,210.5,171.2,261.52,251.69,196.11,154.75,248.14,257.28,3.57,4.39,5.32,5.95,3.75,3.8,5.35,4.37,5.2,5.22,5.65,6.02,5.74,4.5,7.44,4.14,1.87,6.42,3.59,7.09,10.87,7.01,8.28,6.33,10.6,10.31,7.88,7.18,11.34,10.06
dry_cats_and_dogs,TOV_KORMOTECH,CLUB_4_PAWS,dogs,middle,sack,0,98 161.00,90 829.00,100 286.00,87 870.00,102 907.00,103 498.00,110 513.00,126 346.00,116 390.00,121 346.00,128 084.00,179 756.00,132 917.00,124 105.00,140 405.00,126 419.00,117 697.00,133 416.00,129 129.00,129 483.00,135 739.00,140 431.00,124 031.00,142 510.00,133 341.00,128 247.00,152 492.00,112 142.00,135 539.00,154 441.00,471.79,414.89,519.41,563.19,534.25,449.17,572.86,581.8,556.08,500.03,624.73,660.85,478.69,421.52,825.67,493.37,458.85,485.73,512.92,537.13,544.17,555.05,413.66,570.33,458.63,462.93,529.8,467.73,533.26,630.34,31.91,28.52,35.35,37.63,36.1,31.47,39.54,40.08,39.12,35.8,43.72,48.38,36.55,32.48,64.39,43.51,40.16,41.14,41.75,44.81,46.36,48.99,38.75,51.86,41.73,42.5,49.02,44.19,48.71,56.89
dry_cats_and_dogs,TOV_KORMOTECH,OPTIMEAL,cats,premium,sack,1,5 406.00,10 864.00,4 818.00,11 537.00,6 686.00,4 245.00,19 578.00,3 575.00,27 053.00,11 804.00,5 909.00,6 436.00,7 008.00,4 844.00,8 567.00,5 673.00,10 106.00,7 705.00,11 090.00,27 257.00,8 963.00,12 765.00,13 275.00,7 968.00,16 681.00,17 902.00,13 624.00,7 812.00,27 497.00,24 813.00,17.45,15.24,18.62,14.76,19.27,9.79,47.38,13.01,48.4,16.31,24.6,19.35,15.12,17.11,33.62,14.61,19.71,20.54,18.16,35.28,20.99,33.04,33.71,16.47,55.45,48.1,38.71,23.77,40.73,27.41,1.31,1.12,1.41,1.1,1.36,0.7,3.44,0.83,3.55,1,1.52,1.32,1.11,1.27,2.37,1.25,1.47,1.47,1.24,4.07,1.7,2.61,3.02,1.3,5.15,3.96,4.23,2.11,4.31,2.91
dry_cats_and_dogs,TOV_KORMOTECH,OPTIMEAL,cats,premium,sack,0,41 064.00,40 145.00,46 936.00,53 666.00,55 052.00,39 792.00,52 075.00,74 878.00,52 317.00,47 003.00,88 265.00,57 920.00,35 488.00,37 608.00,34 932.00,76 819.00,41 290.00,50 257.00,65 276.00,57 159.00,46 521.00,52 673.00,48 077.00,52 242.00,38 938.00,45 667.00,59 980.00,40 767.00,55 162.00,58 591.00,58.63,64.54,63.28,65.45,86.06,59.38,56.54,85.11,82.48,55.51,78.5,78.47,48.72,57.58,65.43,120.13,58.46,80.43,70.9,83.97,63,68.18,95.49,94.53,44.18,69.6,80.08,56.76,68.75,77.02,10.22,11.16,10.72,10.89,15.05,10.59,9.8,15.31,14.62,10.6,14.85,14.76,9.81,11.67,13.11,27,13.08,17.55,15.2,17.61,13.54,14.58,18.61,21.83,10.42,16.19,18.92,13.12,15.92,18.61
dry_cats_and_dogs,TOV_KORMOTECH,OPTIMEAL,dogs,premium,sack,1,2 980.00,7 716.00,3 104.00,8 752.00,3 775.00,3 687.00,28 428.00,3 430.00,27 209.00,14 533.00,4 426.00,3 840.00,3 676.00,4 128.00,7 820.00,3 399.00,5 465.00,5 647.00,6 914.00,9 346.00,7 582.00,9 794.00,25 748.00,5 384.00,8 538.00,9 289.00,7 794.00,3 677.00,4 714.00,13 175.00,21.8,19.86,25.11,29.63,22.44,18.44,104.57,22.1,103.2,48.16,33.21,20.76,20.59,32.71,48.6,21.54,23.61,27.9,20.79,33.9,44.65,49.91,74.29,49.45,46.18,62.33,38.03,27.79,48,38.01,1.25,1.12,1.38,1.73,1.22,0.97,6.17,1.1,5.96,3.79,1.6,1.05,1.13,1.82,2.62,1.35,1.4,1.63,1.15,2.4,2.54,3.07,6.74,2.78,3.2,3.99,3.09,1.92,3.58,2.65
dry_cats_and_dogs,TOV_KORMOTECH,OPTIMEAL,dogs,premium,sack,0,10 389.00,9 903.00,10 136.00,12 686.00,10 375.00,11 346.00,12 599.00,11 487.00,10 710.00,11 418.00,12 953.00,9 223.00,8 919.00,11 219.00,12 804.00,17 718.00,8 150.00,12 387.00,12 942.00,12 314.00,9 980.00,10 278.00,13 066.00,10 743.00,6 043.00,12 177.00,13 245.00,9 176.00,7 815.00,10 460.00,65.61,62.39,60.92,80.64,61.77,71.88,71.05,74.37,75.06,56.99,96.43,65.63,68.83,64.29,92.07,100.5,61.54,89.39,78.17,85.81,62.43,65.73,110.2,72.91,32.4,80.79,95.16,69,42.87,73.29,8.4,8.17,7.88,10.25,8.08,9.58,9.04,9.23,9.35,7.93,10.91,8.12,9.02,9.1,12.24,17.08,8.64,12.55,10.8,11.51,8.73,9.56,14.8,11.78,5.08,11.17,12.82,9.23,6.72,10.8
dry_cats_and_dogs,TOV_KORMOTECH,Hav,dogs,economy,sack,1,7 127.00,7 009.00,3 908.00,5 205.00,2 957.00,4 329.00,7 844.00,3 332.00,11 779.00,2 994.00,12 297.00,5 590.00,6 411.00,5 897.00,5 202.00,3 866.00,1 974.00,2 916.00,1 706.00,6 576.00,3 793.00,3 077.00,5 986.00,944,4 312.00,8 084.00,4 496.00,7 334.00,9 504.00,2 064.00,21.59,21.46,17.53,23.4,20.47,22.86,20.86,17.17,53.35,14.91,35.81,27.23,18.26,20.31,11.03,9.25,4.21,11.64,7.14,13.14,14.73,11.49,17.32,2.74,11.44,22.08,22.93,15.46,17.45,5.97,0.4,0.41,0.32,0.44,0.38,0.42,0.39,0.3,0.98,0.27,0.68,0.52,0.36,0.41,0.23,0.2,0.08,0.24,0.19,0.39,0.4,0.31,0.5,0.06,0.31,0.61,0.62,0.46,0.53,0.21
dry_cats_and_dogs,TOV_KORMOTECH,Hav,dogs,economy,sack,0,43 199.00,39 208.00,45 191.00,41 599.00,39 633.00,40 978.00,49 383.00,51 391.00,48 471.00,46 210.00,51 183.00,45 108.00,43 052.00,32 142.00,50 774.00,36 440.00,42 536.00,34 460.00,34 969.00,48 407.00,33 531.00,41 564.77,30 106.23,42 575.00,35 675.00,38 519.00,39 324.00,34 429.00,33 843.00,61 508.00,154.3,145.85,165.19,163.35,155.73,158.43,208.25,195.26,199.71,186.82,232.99,180.27,144.99,98.07,250.7,133.69,186.61,198.23,190.98,201.93,150.99,175.27,138.13,175.08,152.5,179.93,171.32,139.85,208.09,241.15,6.55,6.22,7.09,6.93,6.71,6.69,8.92,8.31,8.52,7.83,10,7.78,6.73,4.66,12.38,7.05,9.23,9.01,8.74,9.57,7.89,9.65,8.09,10.21,8.83,10.55,10.22,8.31,11.46,13.58
dry_cats_and_dogs,TOV_KORMOTECH,Meow,cats,economy,sack,1,44 519.00,62 069.00,40 525.00,33 098.00,119 404.00,73 620.00,30 713.00,19 633.00,69 757.00,34 198.00,49 421.00,47 146.00,44 794.00,43 336.00,35 146.00,17 865.00,6 931.00,25 514.00,16 629.00,31 659.00,48 460.00,78 787.00,61 706.00,22 134.00,49 167.00,70 974.00,56 126.00,35 675.00,41 779.00,36 250.00,106.52,139.93,171.49,131.26,218.06,162.74,85.7,101.68,273.87,125.9,157.63,213.74,123.26,171.95,54.84,65.68,53.06,141.38,68.63,154.83,151.59,219.59,273.03,154.24,85.47,181.36,197.42,106.15,130.99,158.62,2.64,3.65,4.14,3.23,5.39,4.06,1.99,2.33,6.62,2.82,3.9,5.21,3.05,4.39,1.49,1.78,1.31,3.62,1.87,4.77,4.47,6.77,8.82,4.62,3.03,6.24,6.75,3.82,4.81,5.04
